Latitude,Longitude,Distance_to_Park,Proximity_to_Water,Vegetation_Density,Human_Population_Density,Reported_Conflict_Incidents
-0.9794,36.974,14.06,1,0.6,108,0
0.5574,37.4962,7.83,1,0.2,66,3
-1.9103,36.6265,16.89,1,0.45,184,0
1.736,38.6832,11.98,1,0.21,185,9
-0.6032,36.808,11.15,0,0.77,163,9
-1.6829,37.2195,8.49,1,0.64,158,7
0.4019,37.2114,7.18,0,0.42,114,8
0.838,36.8775,7.67,0,0.38,60,0
-0.0176,38.6119,17.23,1,0.78,131,8
1.0324,35.5874,1.04,1,0.35,115,3
0.763,39.4276,12.32,1,0.36,196,9
-1.7488,37.0541,14.29,0,0.67,85,7
-1.9287,36.8787,2.24,0,0.74,145,8
-1.53,39.0234,9.25,1,0.56,124,10
1.4551,39.3901,5.12,0,0.46,173,9
0.7979,37.3728,16.13,0,0.32,144,2
0.4188,37.2009,15.52,1,0.69,178,9
0.8747,38.6594,9.69,0,0.28,167,8
-0.7254,39.8299,10.75,1,0.32,64,4
-0.1613,38.9428,17.93,0,0.46,105,3
-1.4431,35.3841,10.57,1,0.27,107,3
-1.9594,36.554,15.89,0,0.39,163,10
0.622,39.9,16.12,1,0.21,151,5
-0.685,39.427,17.58,1,0.67,51,8
-0.8316,35.4902,19.6,0,0.43,58,6
-0.2725,38.4086,12.45,1,0.8,88,3
0.7633,36.8207,15.08,1,0.44,144,1
-0.7704,39.35,9.98,0,0.6,134,10
-1.9935,35.9787,15.43,1,0.26,111,5
-1.8331,36.3415,18.21,0,0.41,82,3
1.8849,36.9341,13.99,1,0.35,69,6
-1.7564,36.7236,3.21,1,0.25,147,3
0.9102,35.3969,11.41,0,0.21,87,3
1.4223,35.4428,10.68,1,0.35,104,9
-1.0894,37.5894,5.04,1,0.79,121,6
1.6023,36.2127,11.94,0,0.36,112,4
-0.8676,37.1137,11.72,1,0.71,63,1
-1.3923,39.807,5.08,1,0.3,143,4
-0.8684,38.94,2.5,1,0.33,129,8
-0.34,35.6803,16.52,1,0.46,51,6
1.2776,37.9835,9.36,1,0.74,172,1
1.6399,39.183,1.42,0,0.57,161,6
-0.6338,37.5096,9.23,0,0.49,127,4
0.3552,35.4715,5.0,1,0.58,193,10
1.9388,36.2464,4.05,0,0.3,63,6
0.7068,36.5358,19.31,0,0.51,181,3
1.6761,37.5973,1.74,0,0.55,96,4
-0.1927,37.125,10.09,1,0.32,180,1
-0.2064,39.9334,5.86,1,0.54,118,0
-0.8459,38.8508,18.12,0,0.41,177,5
0.8782,36.8966,18.88,0,0.73,109,2
1.022,39.1245,13.23,1,0.63,171,6
-0.3236,37.032,4.78,1,0.24,188,6
1.1666,37.8495,8.91,1,0.7,126,6
-1.8372,37.8702,14.34,1,0.4,122,0
1.9815,36.1175,7.98,1,0.64,89,0
-1.9363,39.9098,10.94,0,0.66,110,7
-0.1098,36.2172,13.67,0,0.4,128,0
1.2463,38.9893,11.13,1,0.6,189,9
-1.2102,35.5568,6.11,1,0.32,151,3
1.9398,39.8459,13.05,0,0.75,104,2
-1.8915,39.366,3.75,0,0.32,185,2
-1.3825,35.8077,2.93,1,0.48,157,1
-0.3818,36.4017,8.14,1,0.32,198,10
0.2413,36.3196,5.67,0,0.29,161,5
1.184,38.8804,19.35,0,0.33,158,4
0.3281,35.0705,10.26,0,0.66,167,7
1.6897,39.7901,11.32,1,0.45,98,4
-1.8459,36.8745,11.73,1,0.41,87,9
-1.5455,35.7987,4.41,1,0.71,187,9
1.3392,37.4384,8.27,0,0.47,141,4
-0.5963,39.3667,9.79,1,0.55,153,3
-0.7371,37.8786,6.26,0,0.22,132,2
-1.883,38.205,18.96,1,0.33,56,10
-1.6084,35.3023,16.73,0,0.49,62,1
1.3447,36.4712,11.25,1,0.71,95,4
-1.9944,36.1178,18.2,0,0.31,75,7
1.0881,36.7858,3.07,0,0.63,99,10
-1.8502,39.3419,18.46,0,0.6,97,6
-1.7108,37.9264,9.99,1,0.29,190,4
0.2892,37.9258,11.33,0,0.41,161,1
-0.7485,36.7328,4.05,1,0.54,147,4
1.4453,36.854,2.8,1,0.28,152,8
-0.4349,35.2121,16.41,1,0.33,85,9
-1.1952,35.74,10.11,1,0.64,121,0
1.4662,38.1637,7.45,1,0.49,90,0
-0.7903,35.0432,19.85,1,0.66,176,8
0.8332,37.5739,11.68,0,0.55,175,2
-0.7648,35.7653,9.38,0,0.55,123,9
-1.144,39.7132,11.56,0,0.46,200,7
-0.1683,35.3436,18.64,0,0.6,184,1
0.026,39.3332,6.77,1,0.43,85,0
1.084,36.9645,18.84,0,0.21,156,10
-0.7433,39.6804,18.1,0,0.79,86,10
1.4546,36.3312,11.91,1,0.36,149,10
0.49,37.9886,11.79,1,0.59,71,1
1.755,38.1438,12.27,1,0.53,161,0
1.0841,38.5496,9.18,0,0.6,128,4
1.2255,38.6486,14.33,1,0.53,115,2
1.4289,36.3344,2.77,0,0.58,90,7
0.8164,38.6544,7.7,1,0.34,115,4
0.1674,37.3962,6.61,0,0.37,66,4
-0.9474,35.0437,1.53,1,0.42,54,3
1.1818,39.0003,9.1,0,0.79,122,3
-0.4005,39.7845,15.55,0,0.34,111,6
0.2927,37.196,4.48,1,0.55,55,8
0.6554,36.1012,15.9,1,0.39,137,8
-0.8558,37.989,16.76,1,0.33,72,9
-0.5159,39.587,7.9,0,0.77,136,0
-1.8158,39.3705,3.0,0,0.71,81,5
-1.2894,38.9633,2.98,0,0.58,151,3
0.0721,35.7074,8.21,0,0.21,176,0
-1.9872,36.7302,2.08,1,0.47,170,4
0.8522,38.3999,15.42,1,0.55,60,4
-1.8912,38.0586,15.01,0,0.42,76,4
-0.8396,39.6121,1.54,0,0.25,154,10
1.291,36.5738,12.7,1,0.72,100,7
1.769,35.4,14.94,0,0.41,155,10
-1.9487,37.5703,1.4,0,0.56,113,8
-1.5159,37.0873,7.06,0,0.74,120,5
0.2932,37.1646,8.13,0,0.2,101,9
0.917,36.5028,18.1,1,0.48,166,0
-0.8826,37.8954,8.89,1,0.56,97,7
1.8496,38.7311,9.64,1,0.6,63,10
0.3915,36.4906,5.51,1,0.72,165,7
-1.0975,35.655,18.21,1,0.41,82,8
0.2065,35.5775,19.27,0,0.64,198,3
-1.0551,39.5309,17.04,1,0.3,128,1
0.8587,39.684,8.18,0,0.3,163,3
-0.2197,36.467,7.88,0,0.62,191,10
-1.222,39.645,10.44,0,0.72,193,2
-0.7887,37.0524,4.17,1,0.74,171,9
1.6526,36.0101,11.95,1,0.62,141,7
0.1425,35.9211,13.11,0,0.32,187,10
-0.1185,36.4654,4.93,0,0.76,54,7
0.9093,39.6854,4.85,0,0.57,115,9
1.0075,39.4199,4.71,0,0.63,162,10
-0.6066,39.8163,11.7,1,0.48,198,4
0.2302,37.423,10.89,1,0.77,55,3
1.3128,37.4918,18.84,0,0.4,68,1
-1.4856,39.6203,2.29,0,0.38,75,10
-0.874,36.1623,3.65,0,0.5,85,10
1.6427,37.0567,19.24,1,0.77,130,1
1.1334,35.9817,3.94,0,0.25,138,1
0.0805,37.1593,10.4,1,0.46,200,2
1.5631,36.8709,14.06,1,0.39,134,6
0.1004,35.2775,9.23,0,0.58,99,7
1.3724,39.4717,16.52,0,0.8,178,0
1.7641,37.1598,17.62,0,0.37,179,7
0.3913,36.5518,18.6,0,0.56,110,1
-1.688,38.3168,10.65,0,0.27,77,0
1.7736,37.693,15.72,0,0.71,161,7
-1.6387,35.2024,10.11,1,0.66,178,0
1.7741,37.4515,9.53,1,0.54,190,2
-1.2524,39.4535,1.46,1,0.24,187,6
0.4535,36.4373,1.46,0,0.8,157,6
-1.294,36.4591,6.53,0,0.34,180,8
-1.2091,36.4498,19.76,1,0.55,63,3
-1.7302,38.1818,8.78,0,0.65,200,1
-1.4859,35.9791,2.11,0,0.49,149,8
0.3643,39.6763,16.26,1,0.2,91,0
1.0931,35.3927,12.36,1,0.49,105,4
0.2332,39.0577,6.85,0,0.8,148,6
-1.8492,38.3572,19.66,1,0.8,192,0
1.423,39.7227,13.45,0,0.53,182,2
1.006,36.0763,15.15,1,0.26,158,5
-1.3836,35.8369,2.36,1,0.27,122,3
0.4538,39.0076,19.7,1,0.5,75,6
1.0033,38.9982,1.07,0,0.49,68,1
1.6447,35.6836,3.77,1,0.29,130,8
-0.6005,35.0548,14.7,1,0.76,157,1
1.8067,35.8823,11.58,1,0.26,114,9
1.0245,35.803,5.24,1,0.26,110,8
-0.7405,38.6842,15.53,0,0.77,59,5
-1.0598,39.4808,4.32,0,0.65,124,4
0.083,36.2738,17.64,0,0.5,68,4
-0.4842,38.4929,16.03,0,0.29,154,7
1.4982,37.4462,13.49,1,0.65,192,2
-0.4854,39.7601,9.7,0,0.34,125,2
0.5221,39.2619,8.84,0,0.61,80,7
-0.4141,38.9176,1.09,0,0.64,160,9
-0.6754,38.6915,10.66,1,0.63,125,1
1.9655,37.5923,16.02,1,0.24,69,2
-1.6826,36.8635,15.02,0,0.78,128,7
-1.5222,36.2977,19.94,0,0.26,123,5
1.7434,39.0899,9.62,1,0.73,131,7
-1.4642,36.9902,12.29,1,0.67,125,5
1.8154,39.4174,15.55,1,0.46,162,10
-1.3479,38.6711,5.05,0,0.74,187,1
-1.0196,36.7435,2.0,0,0.27,134,7
1.4833,37.8181,17.99,0,0.78,192,10
0.2094,38.0702,8.58,0,0.73,65,6
0.6265,35.707,16.69,1,0.49,90,9
-1.394,36.4817,6.3,1,0.23,117,8
0.757,38.3735,19.65,0,0.48,159,0
1.4313,37.7993,17.81,0,0.34,106,5
1.4747,35.7092,13.91,1,0.6,59,4
-0.3446,38.5062,16.19,1,0.3,110,8
0.0931,39.759,4.22,1,0.44,83,6
-1.0069,38.3477,18.18,0,0.42,110,10
-1.1761,39.6701,19.47,1,0.3,114,3
1.2803,36.3628,1.74,1,0.41,150,2
0.4432,37.0793,6.66,1,0.38,74,4
-0.3218,39.8559,6.83,1,0.25,70,0
0.9844,37.2567,6.11,1,0.79,119,2
1.8636,39.5893,18.39,0,0.64,132,0
-1.1915,37.8294,5.52,0,0.26,96,7
0.5199,36.9772,16.61,1,0.66,92,9
1.3212,37.7006,6.31,0,0.32,102,6
1.8991,35.5423,16.23,0,0.25,105,3
0.0643,36.7179,7.94,0,0.24,131,0
-0.1687,36.606,9.13,1,0.55,185,5
-1.166,36.2117,2.56,0,0.78,90,7
-1.1745,39.6118,14.82,0,0.35,94,4
0.9153,37.1768,14.71,1,0.59,67,1
0.693,39.6533,19.82,0,0.39,85,1
-1.4747,38.115,2.38,1,0.76,176,0
1.6014,37.2421,4.77,0,0.37,99,7
-1.6084,36.3351,11.16,0,0.59,67,2
-1.0985,35.3135,3.06,1,0.74,147,5
-0.0303,38.2211,2.72,0,0.31,127,9
-1.6834,35.688,12.19,0,0.67,65,2
0.9794,35.0055,9.92,0,0.23,157,1
-0.9857,38.739,9.42,0,0.74,173,0
0.9351,37.3091,2.11,0,0.25,126,5
-0.3038,38.4623,11.92,1,0.21,122,10
0.8141,35.9132,7.99,1,0.76,164,10
-0.7706,39.8045,12.23,1,0.78,170,5
1.8202,37.9763,3.63,0,0.46,176,3
1.2524,37.9139,8.15,1,0.68,76,10
0.2571,39.8494,6.58,1,0.53,75,6
0.0037,36.3779,19.28,0,0.46,172,6
0.5935,36.2814,2.01,0,0.23,108,7
0.3367,37.502,19.02,1,0.38,110,9
-0.273,35.2109,2.46,1,0.7,155,1
-1.3266,36.7674,3.12,0,0.44,164,8
1.3244,36.5203,18.53,0,0.75,155,5
0.685,36.2626,19.17,1,0.69,71,0
-0.3281,37.8333,9.42,1,0.52,196,4
-1.485,37.9926,7.37,1,0.46,63,6
0.1362,38.1664,12.27,0,0.52,152,9
-1.2459,35.989,8.39,0,0.56,53,0
1.3171,38.9617,18.96,0,0.27,91,4
-0.2239,38.6142,4.62,0,0.38,95,3
-0.9186,37.9967,15.44,0,0.73,145,8
0.9993,35.1259,17.25,0,0.5,187,7
-1.7715,37.3084,8.88,1,0.43,94,7
0.2456,38.8919,8.56,0,0.26,99,3
1.5834,38.1498,8.42,1,0.4,137,4
0.9204,38.4379,16.57,1,0.38,110,7
0.722,37.2524,2.58,0,0.2,122,6
0.8668,37.3548,12.47,0,0.78,75,10
0.3695,36.2605,11.17,1,0.62,151,6
1.3581,36.9135,19.14,1,0.23,55,6
-1.9807,35.5088,4.26,1,0.65,150,3
0.7917,38.5276,7.34,1,0.35,163,0
1.033,35.6037,9.77,1,0.52,146,6
1.8757,35.7418,16.35,1,0.24,79,9
1.3834,37.3494,5.9,1,0.55,71,2
-1.1122,38.3041,18.71,0,0.25,54,4
1.9523,36.084,16.58,0,0.76,114,10
-1.0072,38.7884,18.15,0,0.33,76,6
1.4969,39.4179,3.01,0,0.7,143,7
1.8449,35.2731,5.94,0,0.35,104,10
0.4962,39.4313,8.9,0,0.43,143,7
-0.5943,35.6036,12.1,1,0.41,134,3
0.1996,35.1567,16.33,1,0.41,109,5
-1.1831,39.7349,10.46,0,0.51,60,3
-0.4661,36.3663,17.35,1,0.42,107,9
1.5876,35.7273,3.32,1,0.33,130,10
-1.7551,36.9396,10.78,0,0.37,126,3
-1.9272,39.9307,9.14,0,0.78,167,9
0.9112,36.6057,1.74,1,0.2,69,9
1.3479,37.9157,3.89,0,0.49,178,6
-0.5851,39.254,14.82,1,0.49,199,9
0.6035,35.8018,8.2,0,0.42,168,4
1.8604,39.4995,9.71,0,0.78,198,8
-1.7795,36.309,16.31,1,0.32,197,9
-1.6292,36.8615,19.52,0,0.61,110,3
-1.9932,35.312,18.07,1,0.44,200,10
1.0868,35.4154,6.13,0,0.25,60,2
-0.5117,39.1109,12.1,0,0.49,161,2
1.217,37.4552,16.78,0,0.69,128,6
1.1745,38.6764,12.02,1,0.74,120,4
1.3507,39.9832,7.19,1,0.61,152,9
-0.9096,39.7061,10.52,1,0.76,68,9
0.811,37.0465,18.38,0,0.21,124,2
-1.3908,35.7031,6.64,0,0.71,164,7
-0.12,37.2657,18.09,1,0.7,136,9
0.3549,36.4818,15.94,1,0.59,119,4
-0.0584,38.8489,3.06,0,0.23,161,4
-0.9256,38.0845,12.52,0,0.28,91,9
0.6682,37.5088,3.69,1,0.76,131,8
1.4517,37.2375,18.72,0,0.72,117,10
0.6415,37.6327,11.31,1,0.5,125,8
1.8699,36.592,12.7,1,0.26,175,10
1.0076,35.5104,10.55,0,0.37,117,6
-1.249,37.2058,11.73,1,0.32,143,0
-1.6259,35.1681,11.33,1,0.23,150,2
1.4537,37.9572,17.09,1,0.75,57,4
-1.4098,35.967,11.67,1,0.74,61,8
-0.2118,36.7443,17.21,1,0.71,95,7
0.5353,37.1704,7.91,0,0.5,54,5
-0.7431,39.875,5.0,0,0.7,179,9
0.5736,39.2217,6.61,1,0.44,147,6
-0.2539,35.2569,11.73,1,0.54,129,4
1.1194,36.4151,2.42,1,0.22,131,8
-0.7523,36.4847,12.35,0,0.73,57,7
0.1649,38.518,6.25,0,0.59,154,0
-0.2722,36.1545,14.36,1,0.22,97,3
1.0835,35.8578,19.5,0,0.22,112,9
-1.2749,39.9725,11.72,0,0.64,175,6
-0.5933,36.449,15.14,0,0.29,50,5
-1.906,39.1384,8.19,0,0.7,138,6
-1.6963,37.4532,9.12,1,0.71,152,4
-1.5676,35.8423,6.38,1,0.49,160,1
-1.7876,36.2959,4.27,1,0.5,69,5
-1.0021,36.0662,14.1,0,0.57,169,10
-0.6234,36.4312,6.86,0,0.51,160,9
-1.6058,39.3109,15.07,1,0.58,149,1
1.8354,36.241,8.1,1,0.43,92,9
1.2949,35.234,16.15,0,0.38,161,3
0.5979,36.8018,13.58,1,0.65,94,1
-1.8617,38.2725,14.27,0,0.37,180,10
0.3212,38.6982,15.27,1,0.75,165,0
-1.8872,37.1829,5.68,0,0.48,109,2
0.1495,39.384,7.1,0,0.43,159,6
-1.8793,39.1045,4.81,0,0.25,137,5
-0.1264,35.2924,14.25,1,0.66,183,2
0.8317,37.12,16.72,0,0.66,130,5
-1.7457,36.8716,16.36,1,0.66,81,1
-1.0571,36.9063,16.3,1,0.53,143,9
-1.9747,37.8823,11.38,1,0.62,182,1
-1.0325,39.6806,13.82,1,0.41,194,10
-1.5764,39.8813,17.14,1,0.26,186,8
-0.338,38.223,18.88,0,0.37,158,2
-1.8666,35.4557,14.34,1,0.71,186,2
1.1465,36.6991,9.08,0,0.64,60,10
1.9441,35.8961,15.9,1,0.56,126,4
0.6025,36.0088,6.54,0,0.49,75,9
-0.9634,35.2031,8.8,0,0.25,176,1
1.3833,38.0831,13.99,0,0.66,122,9
-1.0161,39.5792,11.09,0,0.67,186,4
-0.676,38.7993,2.23,0,0.28,196,9
0.8928,37.8387,1.3,0,0.74,70,8
-0.7157,38.7509,13.19,1,0.74,129,4
-1.8351,39.3793,1.06,0,0.59,127,7
-1.6428,37.912,7.68,0,0.23,166,9
-0.1442,35.9409,15.44,0,0.56,136,0
-0.6685,38.8995,11.53,0,0.67,131,4
1.867,35.4031,9.3,1,0.6,169,9
-0.2216,38.4574,10.71,1,0.76,110,1
1.4101,39.3163,3.28,0,0.23,130,8
1.7556,37.257,19.04,0,0.56,128,1
-0.5933,39.292,8.82,0,0.71,105,0
-0.2433,37.3587,17.44,0,0.59,100,0
-0.6756,35.0444,14.96,1,0.27,132,10
1.1768,36.4354,17.17,0,0.7,190,10
-0.2037,35.0722,9.18,0,0.26,81,3
-0.3499,38.6124,1.3,1,0.79,135,6
1.4488,36.4855,5.14,1,0.44,125,1
-0.3569,39.0765,3.8,1,0.27,179,7
-1.4072,39.4033,11.33,1,0.8,195,9
1.6164,38.6265,13.85,0,0.22,112,5
-0.586,36.1003,5.99,0,0.56,157,4
1.1842,36.6539,3.76,0,0.21,70,7
-0.3133,39.4778,7.36,0,0.59,114,10
-0.4847,38.2718,15.08,0,0.71,185,2
1.2284,36.0704,11.54,1,0.38,53,6
0.9154,36.771,1.46,0,0.79,185,4
0.8877,38.2151,19.81,0,0.68,103,4
1.6942,38.2348,3.97,0,0.23,123,1
1.2408,38.3801,14.5,0,0.56,92,9
-1.3158,38.5855,15.83,1,0.22,178,0
-1.0467,36.2602,11.51,0,0.31,51,5
0.7673,38.5466,4.56,1,0.29,116,1
1.5932,39.8945,15.53,1,0.22,70,4
-0.6369,38.1166,9.43,0,0.65,80,7
-0.3547,35.3169,12.26,1,0.41,186,8
1.347,39.6321,16.39,1,0.29,105,4
1.2388,36.2075,11.71,1,0.36,146,7
-0.0608,38.1975,16.58,1,0.41,69,6
-1.9039,38.7794,8.88,1,0.39,144,10
-0.0805,39.1844,3.69,1,0.69,91,2
-0.1272,38.7037,8.98,1,0.63,75,2
0.2629,35.5727,15.0,0,0.59,164,5
0.2162,36.1785,13.17,1,0.28,147,5
0.1517,38.1215,14.93,1,0.51,61,4
0.8272,36.9719,13.82,1,0.33,126,0
-1.0844,39.6266,8.75,1,0.24,79,3
0.1423,39.8474,19.96,1,0.45,91,5
-1.0145,38.2836,18.75,0,0.69,189,1
-1.2484,36.6335,10.26,1,0.75,165,0
0.9704,39.7422,7.71,1,0.58,94,2
1.2431,37.9674,3.65,1,0.39,198,0
-0.4543,35.3829,18.62,1,0.49,156,1
-0.5401,38.5108,2.15,0,0.77,116,2
-1.1176,38.0616,7.73,1,0.26,88,4
-1.1757,37.3716,7.6,0,0.2,145,5
0.1102,35.8249,18.59,0,0.46,121,2
-0.9925,37.6999,1.51,1,0.71,168,1
0.5996,35.0026,17.89,0,0.68,197,7
1.1228,39.2219,18.36,0,0.36,67,7
-1.6806,37.999,7.34,0,0.68,60,4
0.2126,38.0029,8.69,1,0.66,187,0
-0.3191,38.849,4.73,0,0.26,118,3
1.6713,35.8877,7.38,0,0.75,67,2
-1.6274,37.5606,15.15,1,0.68,146,10
-0.6351,35.4151,16.23,1,0.25,165,5
0.6594,35.2447,13.89,1,0.72,61,1
-0.2724,37.7733,13.08,1,0.71,170,4
1.5564,37.0204,9.53,0,0.69,51,4
-1.0236,36.762,19.07,1,0.76,179,2
-1.7713,39.6805,13.58,1,0.28,112,0
1.2708,39.0148,18.67,1,0.21,170,4
0.2503,38.3876,19.79,0,0.54,72,4
-0.5356,36.0971,3.93,1,0.39,80,6
-1.6656,38.2626,18.91,0,0.52,124,10
1.1849,36.3186,11.56,0,0.42,139,4
1.177,35.537,1.22,0,0.42,56,9
0.4715,38.479,15.42,1,0.57,98,8
1.0709,39.9588,14.47,0,0.73,87,10
-1.6184,38.3227,8.67,0,0.6,163,1
1.9361,35.39,6.61,1,0.61,143,9
-0.8054,39.8019,18.7,0,0.77,104,5
-0.3041,38.3064,11.22,1,0.31,152,4
-1.7287,36.652,16.6,0,0.73,71,5
-0.1942,37.49,5.09,1,0.23,101,4
1.0213,39.1239,8.81,1,0.32,200,6
1.1591,37.1782,15.53,1,0.63,173,1
1.5384,36.4878,15.53,0,0.71,133,1
1.9153,38.3833,5.97,0,0.76,67,0
-1.1011,36.2668,8.13,0,0.42,175,1
-1.3497,35.2431,6.76,0,0.62,71,9
0.0799,37.1858,18.98,0,0.26,164,1
1.6425,38.7542,13.84,0,0.4,66,8
1.4532,37.0954,9.77,1,0.5,145,6
1.6417,36.7409,8.47,0,0.37,177,0
0.35,37.0007,6.84,0,0.37,104,8
0.8383,39.5596,3.93,0,0.49,131,7
-1.1354,38.9925,18.87,1,0.73,114,5
-1.4156,39.7621,11.79,0,0.37,99,4
0.9574,36.8975,8.91,0,0.31,83,5
0.1679,39.168,15.69,1,0.32,152,1
0.0589,37.1356,6.33,0,0.36,196,2
-0.6557,37.7822,16.08,1,0.59,161,1
1.1517,37.0092,8.56,0,0.78,64,3
0.5635,37.4918,12.5,1,0.69,198,9
1.2503,39.6452,2.0,1,0.39,188,3
0.3481,35.3211,18.05,0,0.26,151,8
1.981,39.9888,14.85,0,0.75,96,10
1.4181,39.0186,10.87,0,0.57,83,8
-0.7029,37.5137,7.96,1,0.7,181,2
-1.4952,35.8861,19.04,1,0.71,62,6
0.4253,35.9156,2.37,0,0.25,88,0
1.672,36.2508,14.26,1,0.72,69,1
-1.753,36.1124,13.65,1,0.31,63,2
1.9415,37.7394,17.08,1,0.68,80,10
1.8645,37.7962,7.6,0,0.59,59,1
0.4406,36.8619,18.17,0,0.56,65,0
1.9545,38.7456,15.95,0,0.54,141,10
-0.2293,37.2489,19.17,0,0.68,68,9
1.8181,36.9722,12.84,1,0.31,181,2
1.2414,38.943,12.74,0,0.25,132,6
-0.2369,39.2594,5.82,1,0.6,134,7
-0.2699,37.9493,18.76,0,0.77,50,8
0.1085,36.9687,10.88,0,0.45,93,10
1.8871,35.3399,1.28,0,0.75,196,8
0.6126,36.7991,9.97,1,0.74,138,1
-0.5633,35.1839,2.33,1,0.41,184,2
-1.2745,38.599,14.24,0,0.33,65,7
0.1667,36.3821,9.29,1,0.26,143,3
0.8572,38.6922,18.37,0,0.77,99,8
-0.7376,35.8414,17.84,1,0.29,195,9
-1.3593,35.8748,4.96,0,0.7,131,10
-0.2279,35.2925,18.3,0,0.28,77,0
1.3707,36.2572,3.82,1,0.8,51,9
1.6042,38.2011,9.63,0,0.59,149,8
-0.8618,39.7112,4.95,1,0.37,148,8
1.3047,37.9263,12.44,1,0.54,63,7
0.4654,36.9806,7.92,0,0.67,101,10
-0.2605,36.8719,2.67,0,0.47,187,2
-1.5602,39.5515,18.35,1,0.43,91,0
-0.2267,37.8886,6.79,0,0.42,197,3
-1.9611,37.1748,3.5,1,0.44,197,7
0.157,38.7275,3.95,0,0.21,64,10
-1.4782,38.4396,16.5,0,0.73,74,8
0.7851,35.1197,19.86,0,0.25,50,4
-0.8842,37.6585,6.63,1,0.24,147,5
-1.8615,36.0734,3.02,0,0.27,170,6
-1.2143,36.8051,2.8,0,0.28,108,3
-0.0066,36.8526,7.4,0,0.59,116,8
0.8886,36.3417,14.57,1,0.21,195,2
-1.4298,38.5884,15.16,1,0.53,71,0
1.0616,36.982,18.79,0,0.75,162,10
-1.103,38.3221,3.35,1,0.23,150,3
-0.7454,35.0013,18.21,1,0.37,148,2
-0.4832,37.3006,3.18,0,0.4,90,10
0.3149,35.9833,10.76,1,0.45,125,5
0.4811,37.6664,16.73,0,0.6,58,7
-1.059,36.6638,1.19,0,0.77,133,9
1.8558,37.9133,15.06,0,0.7,55,1
-0.033,39.3464,19.71,0,0.52,183,4
1.4856,38.1579,5.35,1,0.58,175,1
-1.5327,35.7358,5.87,0,0.23,94,10
1.0719,38.5232,9.39,0,0.61,132,3
-1.7059,39.1206,8.49,0,0.76,197,9
-1.4234,36.0668,12.51,1,0.49,125,8
1.8116,36.4686,19.8,1,0.66,129,3
-1.2161,37.8337,19.6,0,0.29,101,1
0.738,39.0664,4.64,1,0.67,53,7
0.4135,38.9935,18.3,1,0.31,98,4
1.3192,39.5403,16.56,1,0.41,124,7
1.1064,37.918,11.62,0,0.57,135,6
-0.9413,37.1908,14.76,1,0.79,175,1
0.7728,35.0513,13.14,0,0.48,118,10
0.4708,39.3368,17.89,0,0.73,128,9
0.018,39.3825,3.25,0,0.57,180,8
-1.823,36.6943,11.15,0,0.54,160,0
0.8755,37.6159,8.8,0,0.46,169,4
0.3095,36.2099,18.1,1,0.29,97,10
-1.6708,38.6066,14.68,1,0.69,171,3
0.6466,37.3113,18.45,1,0.41,80,5
-1.6205,36.7163,17.12,0,0.23,90,1
-0.135,36.2726,4.43,1,0.21,158,9
-0.5608,38.2634,5.36,1,0.64,133,8
-0.969,36.804,17.94,0,0.53,89,7
-0.9956,39.7136,11.7,1,0.5,179,8
-0.6905,39.8893,13.56,1,0.27,142,0
1.5923,39.1049,1.35,0,0.21,63,3
0.8023,36.4789,3.91,0,0.25,132,9
1.186,38.478,16.31,0,0.74,167,10
-1.2798,35.6946,15.53,0,0.27,151,1
-0.41,38.1318,2.24,1,0.62,115,1
1.6428,37.2054,18.55,0,0.74,190,6
1.6428,38.6434,8.77,1,0.27,72,1
-0.8607,35.5985,7.22,1,0.76,187,0
-0.5135,37.8715,9.45,1,0.46,73,3
-0.2746,37.5359,13.26,1,0.52,92,4
1.6854,37.0369,16.64,0,0.65,57,10
1.0008,37.5105,2.65,1,0.67,174,4
1.2223,37.1881,8.64,0,0.27,148,5
-0.5203,39.6742,19.61,0,0.56,167,3
1.1696,37.6263,6.35,0,0.73,165,5
-0.7658,37.3339,19.89,0,0.55,126,8
-1.165,39.3752,1.7,0,0.68,197,3
1.023,35.9186,11.55,1,0.39,74,8
1.0178,36.2949,3.34,1,0.59,72,8
-1.4062,35.5145,5.73,1,0.64,92,5
1.2059,35.718,12.72,0,0.72,171,0
1.2964,35.194,18.72,0,0.23,145,3
0.8278,39.0485,16.27,0,0.47,116,4
1.5592,37.7494,8.65,1,0.53,168,1
0.1928,37.7995,14.76,0,0.34,68,9
-0.3577,37.4167,6.63,0,0.54,93,1
1.2196,39.6626,12.27,0,0.72,187,5
-1.8202,36.0347,16.18,0,0.35,82,2
-1.8426,39.6663,16.69,0,0.59,157,2
0.2899,36.8455,8.92,1,0.43,135,0
-0.7348,38.6655,12.52,0,0.41,138,8
1.8886,38.373,15.37,1,0.28,108,6
-1.0119,36.2267,7.05,0,0.46,160,3
-0.121,37.3648,19.94,0,0.4,56,9
1.7436,38.8063,4.11,1,0.42,151,4
1.8622,39.3871,3.54,1,0.55,142,1
-0.5651,37.6594,2.92,1,0.6,177,9
-0.9303,35.1132,2.71,1,0.39,136,6
-0.7376,35.5813,7.15,1,0.58,195,3
-0.6074,36.5645,2.54,0,0.64,169,4
-0.4548,37.0485,5.97,0,0.27,77,2
1.9636,35.3522,4.03,0,0.46,59,7
0.9649,36.2389,18.53,0,0.57,77,3
-0.5683,35.2898,19.06,0,0.25,125,9
1.4976,36.6491,15.53,0,0.46,150,2
