Mobile Money Usage,Bank Account Ownership,Savings,Credit Usage
76,0,74182,0
98,1,58156,0
24,0,44131,0
53,0,87723,0
87,1,51864,0
27,0,1764,0
30,0,17667,0
30,1,36797,0
11,0,2264,0
45,0,25069,1
85,0,21737,1
19,1,38781,1
63,1,29980,0
12,0,62271,1
58,1,45242,1
29,1,83847,0
65,0,58329,0
5,0,81555,1
65,1,17290,1
31,0,70808,0
18,1,68616,0
73,1,39770,1
75,0,66772,0
9,0,86128,1
60,0,71284,1
85,1,81880,1
95,0,44009,1
55,0,37347,0
6,0,45438,1
95,0,51611,1
90,1,93570,0
98,0,35287,1
79,1,6078,0
88,1,94209,1
73,1,34116,0
10,0,60801,0
4,1,65303,1
60,1,62188,0
77,1,66261,1
57,0,27884,1
86,0,54307,0
12,0,79184,0
64,0,79910,0
41,0,19913,1
62,1,49002,0
8,1,54481,1
16,1,33192,0
20,0,31434,1
1,1,89705,0
53,1,41420,1
58,0,65927,0
86,1,34301,0
70,0,91835,1
81,1,13440,0
99,0,60733,0
40,0,59196,0
4,1,86251,1
68,0,99233,1
15,1,44616,0
89,0,2134,0
77,1,58020,1
18,0,79869,1
3,1,86016,0
8,1,46156,1
80,0,89548,1
91,1,96057,1
92,1,94748,0
38,1,84847,1
5,0,16353,0
20,1,9055,0
72,1,35698,0
38,1,37316,1
58,1,84634,0
45,1,96669,0
47,1,37247,1
27,1,67612,0
30,1,3507,1
64,0,38541,0
46,0,32358,1
33,0,51785,0
44,0,58621,0
84,1,38578,0
96,1,20203,1
31,0,81892,1
87,0,60487,0
5,1,11074,0
82,1,28099,0
54,0,99219,0
19,1,23016,0
10,0,89473,0
51,0,61174,0
33,0,85997,0
19,0,85780,0
96,1,95689,0
96,0,73827,1
2,1,84179,1
52,1,66868,0
98,1,13561,1
8,1,33443,0
81,1,12257,0
19,1,52369,1
51,1,75682,1
38,0,21572,1
20,1,77575,0
14,1,28627,1
60,1,26332,0
56,0,97123,1
7,1,74476,0
27,1,39760,1
11,1,25575,0
51,1,28291,0
68,1,20311,1
15,1,63909,0
29,1,62629,0
56,1,9377,0
63,1,31688,1
71,0,30679,0
17,0,79763,0
50,1,86385,0
1,1,25215,1
27,0,89701,0
89,1,55295,1
51,0,41185,0
33,0,99989,1
42,1,11372,1
27,1,52978,1
49,1,52637,0
80,1,99892,0
1,0,30180,0
72,0,26549,0
66,1,30867,1
51,1,87630,1
85,1,24889,1
40,0,82214,0
14,1,52371,1
88,1,16074,1
86,1,72552,1
90,1,45440,0
60,1,48420,0
30,1,19283,0
29,1,94991,0
56,1,74027,0
42,0,12086,0
7,1,20463,1
63,0,70664,0
30,0,90639,1
78,1,62565,1
25,0,88107,0
16,1,21770,0
87,1,46208,0
40,0,75847,0
81,1,72183,0
15,0,50694,1
78,1,85042,0
31,1,42054,0
35,0,52221,0
62,0,73805,1
16,1,3029,1
70,0,93366,1
21,0,21122,1
58,0,87532,1
49,1,72540,0
80,0,95107,1
44,1,49083,0
3,0,97186,1
82,0,39854,0
10,0,76250,1
95,1,18656,0
8,0,5005,1
79,0,11477,0
63,0,79596,1
29,1,23306,1
77,0,78773,1
77,0,69881,1
63,1,55623,0
68,0,30513,1
45,1,18443,0
62,1,60765,0
71,0,69197,0
39,1,67301,1
42,1,34032,1
32,1,48289,0
83,0,19964,1
10,1,10681,1
84,0,45666,0
82,1,73953,0
55,1,48047,0
48,1,69486,0
97,0,70086,1
73,1,14235,1
85,1,78058,1
66,0,28293,1
29,1,54174,1
43,0,8285,0
47,1,21858,1
43,1,37579,1
47,0,65384,1
67,0,70667,0
98,0,8671,0
75,1,32891,0
36,0,96599,1
20,0,79239,1
73,1,9185,1
47,1,44713,1
60,1,96797,0
16,0,46214,1
33,1,87388,1
4,0,43789,1
45,1,86258,1
26,1,37434,0
61,1,86035,1
57,0,35096,1
9,0,50422,1
7,1,67723,1
43,0,5155,1
38,1,99338,0
16,0,41555,0
44,0,87572,1
88,1,6962,0
29,1,66960,1
40,0,49968,0
52,0,44015,1
94,0,96128,0
15,1,80447,1
77,0,26493,1
27,0,97549,1
18,0,83556,0
82,0,32512,1
36,1,90426,1
35,0,41574,0
76,0,20791,0
12,0,3683,0
85,0,88592,1
55,0,49551,0
23,0,78343,1
38,0,84233,0
44,1,71756,1
82,1,32971,0
5,0,78000,0
36,1,16372,0
79,1,39150,1
86,0,19290,0
66,0,40278,1
14,1,1853,0
65,1,79521,1
11,0,73568,1
11,1,64727,0
44,0,37228,1
94,0,86463,1
96,1,99358,1
60,0,50585,1
60,1,52443,0
73,1,32373,1
79,0,54795,1
89,0,51345,0
98,1,31917,0
69,0,51114,1
77,0,75602,0
50,1,35003,1
79,1,40354,0
94,0,77061,1
13,1,38189,1
82,0,51798,0
73,1,91092,0
3,1,66627,1
14,0,78072,0
9,0,75724,0
66,1,21525,0
17,0,99268,1
54,1,56331,1
3,1,85847,0
51,0,77706,0
43,0,23437,0
68,0,17765,0
55,0,1113,0
81,1,77509,1
48,1,85261,1
19,1,10429,1
53,1,4152,1
52,1,23115,1
63,0,93894,0
75,0,70519,1
41,0,57418,1
24,0,49869,1
35,0,74749,0
79,1,18952,0
78,1,88769,1
94,1,33465,1
63,0,27285,1
51,1,16445,0
74,0,45490,0
55,0,5077,0
84,0,86252,1
91,1,75769,0
52,1,38826,0
41,0,8634,1
59,1,33330,1
1,0,69545,0
15,0,2414,0
28,0,17013,1
7,1,36207,1
89,1,35302,0
79,0,70621,1
13,1,52320,0
33,0,56770,0
17,1,15567,1
55,0,53977,0
34,1,62323,1
99,1,78138,0
73,0,60674,0
3,1,27660,1
49,0,16926,0
20,0,11271,0
28,1,91704,0
5,0,45196,1
18,0,97218,0
14,1,83627,0
71,0,88676,1
64,0,67203,0
70,0,22590,0
88,0,3332,0
73,0,44921,1
82,1,23413,0
34,0,74922,1
58,1,79050,1
15,1,85303,0
33,0,97313,1
32,0,79019,0
90,0,74824,0
62,1,29196,0
29,1,98665,1
67,1,57301,1
21,0,30348,1
26,0,92093,0
35,1,13571,0
23,0,89771,1
27,0,2402,1
59,0,10449,1
25,0,86031,1
31,1,46723,0
47,1,97877,1
34,0,75059,1
39,1,5430,1
59,1,57021,1
16,1,72096,1
29,0,28316,1
4,1,43702,1
42,1,93857,1
6,1,26460,0
27,0,16478,0
56,0,88035,1
91,1,15811,0
24,0,39394,0
63,0,9087,1
17,0,41828,1
64,1,48032,0
62,0,12715,0
12,1,9732,0
73,1,15697,0
56,1,80411,1
96,1,80575,1
82,0,53105,0
55,0,72989,1
93,1,81419,0
36,1,24399,0
24,0,86114,0
31,1,86099,1
5,1,97623,1
19,0,86101,1
93,0,80995,1
39,0,76518,0
37,1,19853,0
38,0,68718,0
4,1,7697,0
70,1,88730,1
20,0,72833,1
70,0,62574,1
9,0,30201,1
75,1,80636,0
21,0,9567,1
72,0,9542,1
53,1,70256,1
84,0,46722,1
87,0,60857,1
64,0,18525,1
44,0,72832,1
22,1,14762,1
1,1,98683,0
91,0,72121,1
81,0,36047,0
42,1,39535,0
96,0,8482,0
22,0,73133,1
62,1,46088,1
34,0,59948,0
5,1,62717,1
49,0,40193,1
19,0,66835,0
92,0,79807,0
35,1,37920,1
21,1,8043,0
63,1,42829,1
54,1,26181,1
49,0,8656,1
99,1,30259,0
66,0,70975,1
61,1,43954,1
23,0,99665,0
83,0,52255,0
11,1,88830,0
41,0,61297,1
25,0,24778,0
92,1,27124,1
55,1,25989,1
29,1,46917,1
52,1,27896,0
80,1,17225,1
79,0,53121,0
45,0,30406,0
76,0,64846,0
85,1,7003,0
42,0,75045,0
28,0,90398,1
68,0,36972,0
12,1,26039,0
17,0,19269,1
38,0,81365,0
72,1,50018,0
61,1,80207,1
85,1,84831,0
27,0,65005,1
89,0,61484,0
54,0,35172,1
57,0,86184,0
28,0,15438,0
31,1,81171,1
41,0,31351,1
66,1,85851,1
87,1,72166,0
94,0,75401,0
26,0,5987,1
88,0,75895,0
18,1,42292,0
26,1,33067,0
63,1,62323,0
84,1,81325,0
1,1,90817,0
3,1,76443,0
63,0,10827,0
30,0,18335,1
11,0,39587,1
9,0,35658,1
73,0,7001,1
32,0,96610,0
34,1,54120,0
49,1,8869,1
11,0,77926,1
44,1,99629,0
41,0,89483,0
4,0,52573,0
99,0,65441,1
11,0,41041,1
36,1,98565,0
70,0,49476,0
26,1,39170,1
22,0,90439,0
53,0,17443,1
32,1,7939,1
61,0,84515,1
51,0,11977,0
22,0,87726,0
52,1,61638,0
3,0,4858,1
4,0,51394,0
87,1,4152,1
71,0,48933,1
96,1,30666,0
55,0,48916,0
42,0,79712,1
96,0,11259,0
25,1,35627,1
45,0,22402,0
27,0,8531,0
76,1,53074,0
8,0,85704,0
91,0,40904,1
31,0,50341,0
49,0,2021,1
88,0,93260,1
8,0,18066,0
3,0,14622,0
77,0,83570,1
38,0,15698,0
10,0,21014,1
85,0,31655,1
90,1,1776,0
13,0,99234,0
78,0,35576,1
83,0,11584,1
19,1,44108,1
68,0,71363,0
14,0,82524,0
45,0,82727,1
71,0,67494,0
21,1,84085,1
74,1,87073,0
92,1,43448,1
35,0,21679,0
78,1,72009,0
36,0,55042,1
1,0,26095,1
2,0,96609,0
27,0,47831,0
96,1,45207,1
62,0,63186,1
35,0,63599,0
47,0,97259,1
96,1,11605,1
13,1,96477,0
23,0,3020,1
32,0,51324,1
89,1,84419,0
88,0,87509,0
6,0,7028,0
61,1,79544,1
3,1,81421,1
52,0,17395,0
60,1,75365,1
28,0,63643,1
74,0,30843,0
27,1,28035,1
63,1,29101,0
63,1,28067,0
78,0,63414,1
7,1,80694,0
18,0,96927,0
33,1,53024,1
82,1,24114,1
85,1,93419,0
48,1,79621,1
39,1,89491,1
6,0,94393,1
50,1,7063,1
56,1,49527,1
67,1,95899,1
57,1,57815,1
15,1,3112,0
80,0,31761,1
74,1,41859,1
65,1,42393,1
11,1,29742,0
57,1,89030,1
58,1,67533,0
80,0,76927,0
36,0,21428,1
50,0,97993,1
92,1,11022,1
67,1,66475,1
15,0,11575,1
71,0,65098,0
17,1,17091,1
98,1,91102,0
12,1,70422,0
91,0,94755,1
14,0,46340,0
49,1,3015,1
32,0,3284,1
45,1,35911,0
12,0,44330,0
31,1,49244,1
63,0,7286,0
65,0,94425,0
72,1,84691,0
49,1,21440,1
60,1,19973,0
88,0,70441,1
58,0,19706,1
66,1,35235,0
47,0,25436,1
32,1,88455,0
24,0,53633,1
80,1,43395,1
22,1,64648,0
81,0,9587,1
43,0,43087,0
95,1,1243,1
40,0,20736,0
86,1,57621,1
24,1,45540,0
46,1,77576,0
52,1,11697,0
74,0,33185,0
63,1,69706,1
73,1,31705,0
48,0,61276,0
1,0,82306,0
40,0,76753,1
34,0,41862,0
66,1,75826,1
19,1,66753,0
41,0,83067,1
22,0,41795,0
37,1,76063,0
7,1,74048,1
40,1,52446,1
51,0,52842,0
50,0,52453,1
86,0,45891,0
93,1,19445,1
56,0,94694,0
81,1,75813,0
42,1,5638,0
17,0,40911,0
67,1,91612,1
38,1,89678,0
96,0,6663,1
86,1,33246,0
40,1,67059,0
40,0,26720,1
66,0,53159,0
40,1,40029,1
18,0,45309,0
51,0,63163,0
9,1,23311,0
8,1,81190,1
20,1,20911,1
5,0,55638,0
54,1,84327,0
90,1,20224,1
14,1,21554,0
27,0,63007,0
10,1,4384,0
8,0,78100,0
7,0,81636,1
49,0,46951,0
56,1,95915,1
17,0,13120,1
25,0,51907,0
8,1,44677,0
61,1,19875,1
68,1,40065,1
30,1,59069,0
90,1,1405,0
69,1,7970,1
87,0,48717,1
93,1,50199,0
59,1,26229,0
64,0,51361,0
34,1,68359,0
11,1,74497,0
74,1,28576,1
37,0,32176,1
3,1,49793,0
22,0,98223,0
6,0,36646,0
76,0,92924,0
29,1,58250,0
83,0,1440,1
3,0,54919,0
12,0,79750,1
37,0,70154,0
22,0,69866,0
92,1,11506,1
1,1,36018,1
12,1,15923,0
43,1,68322,0
41,0,36929,0
75,1,36897,0
68,0,38339,0
37,0,12959,1
23,0,4322,0
43,1,52853,0
5,0,30010,0
6,1,94420,0
73,0,40291,1
96,1,39017,1
14,1,90982,0
42,1,90623,1
63,0,56283,0
27,0,44319,1
95,0,58798,1
15,1,92786,0
99,1,55707,0
10,0,62147,0
10,1,49829,0
28,0,87876,1
97,0,12253,0
85,0,20538,0
20,1,47424,1
99,0,59627,1
74,0,82104,0
88,1,85012,1
4,0,45071,1
54,0,82230,1
40,1,76497,1
95,0,79066,0
87,1,65458,0
72,1,39781,0
41,0,92336,1
54,1,22089,0
8,1,1571,1
14,0,27808,1
98,0,89277,1
77,1,46538,1
15,0,63593,1
74,0,72098,1
75,0,20021,0
79,1,54207,1
18,1,12645,0
40,1,72723,1
14,0,16576,1
99,1,75791,1
14,1,73098,0
43,0,39483,1
59,0,16445,1
14,0,17090,0
48,1,59985,0
6,0,80014,0
87,0,84276,1
76,0,4384,1
6,1,80112,0
44,0,90637,0
86,0,80783,1
60,1,70329,1
51,1,2392,1
26,1,72169,1
30,1,63283,1
5,0,35639,1
96,0,95753,1
39,0,5581,1
38,0,33662,0
59,1,79489,1
10,0,83232,0
83,1,14284,0
90,0,80317,1
10,0,20152,0
97,1,21913,0
52,0,21800,0
65,1,48599,1
84,1,46553,1
70,0,16214,0
55,0,94420,1
58,0,9437,1
2,0,97775,0
59,1,17822,0
55,1,90439,1
67,1,16536,1
18,1,35867,1
52,1,86667,0
35,0,44339,1
4,0,34408,0
20,1,58469,0
10,0,69541,1
68,0,22047,0
40,1,10677,1
12,1,66046,1
63,1,82704,1
38,0,82676,0
61,1,74574,0
9,1,12715,1
66,0,29926,1
96,0,37180,0
67,1,81224,1
13,0,16298,1
18,1,94664,0
94,1,83680,1
9,1,1471,0
92,0,78107,0
99,0,39683,0
52,1,9104,1
31,0,94235,0
68,0,74463,1
25,0,68297,0
62,1,84699,1
73,0,91329,1
40,1,61816,1
56,1,66227,0
62,0,46057,0
79,1,60600,1
50,0,15030,0
95,0,57942,1
84,1,86643,1
75,1,45250,1
16,1,66091,1
34,1,45079,0
20,0,36615,0
14,0,25575,1
62,1,8390,1
71,0,80622,1
51,1,48075,1
60,1,93167,0
40,0,18560,0
79,0,64735,0
94,1,42661,1
53,1,64181,1
93,1,11792,0
52,0,52300,0
13,1,69049,0
36,1,38505,1
2,0,13400,1
86,0,34342,0
65,1,23074,0
12,1,16165,0
82,1,93724,1
13,1,22761,1
71,0,43024,0
90,0,37728,0
99,1,52202,1
58,0,6995,0
86,0,11183,0
74,1,56624,0
45,1,30794,1
50,0,22099,1
36,0,43255,1
83,1,24935,0
83,1,41420,0
43,1,5365,0
87,1,4977,1
95,1,5015,1
45,1,32636,0
13,0,58207,0
42,1,69727,1
87,0,74214,1
40,1,35767,1
50,1,62247,0
73,1,4203,1
12,1,22771,1
36,0,17522,0
85,1,5626,0
17,1,28831,1
37,0,43174,1
42,1,46859,1
75,1,10020,1
51,0,8582,1
65,1,35225,1
97,1,90856,0
45,1,86147,1
4,0,94962,1
91,0,59540,0
71,1,20462,0
75,1,98215,1
3,1,82520,0
71,0,95046,1
8,1,40743,0
90,1,44473,1
44,1,66827,1
46,0,54006,0
56,1,94911,0
17,0,16129,0
85,1,16037,0
63,1,86735,0
86,1,89698,0
69,1,19877,1
89,0,78876,0
20,0,51736,1
54,1,90758,1
88,0,88871,1
7,0,12712,1
4,0,95540,1
27,1,79453,0
43,0,9606,0
60,1,76917,1
51,1,70230,0
89,0,58559,1
48,0,56701,0
31,0,23955,1
12,1,27550,0
94,1,77211,1
2,0,86689,1
76,1,67223,1
88,1,38033,0
19,1,41318,0
7,1,45237,1
23,1,42078,1
71,0,38514,0
20,1,77873,1
75,0,70510,0
62,1,35840,1
70,1,44050,0
17,0,86231,1
46,1,33880,0
3,0,24969,0
73,0,39934,0
62,0,75142,0
71,1,10776,1
19,0,75619,0
33,0,39305,1
48,0,78293,0
19,1,27908,1
35,0,40386,0
32,1,48007,0
60,0,55799,0
6,1,48907,0
29,0,83400,1
71,0,46055,1
22,0,90918,0
15,1,89519,0
84,0,35706,1
87,0,55092,1
30,0,9867,1
65,0,12938,1
24,0,66371,1
15,0,18231,0
80,0,4929,1
6,1,51645,0
34,0,41154,1
30,1,64938,1
16,1,22628,1
97,1,76429,1
5,0,30407,1
44,0,87688,0
33,0,27070,1
67,0,73834,1
29,1,51500,1
46,0,58860,0
73,1,68253,0
30,0,92950,0
62,1,29779,0
58,0,99697,0
73,1,75231,1
96,0,11878,1
35,0,43844,0
28,0,49345,1
92,0,85309,1
24,1,16005,0
57,1,8645,0
26,1,54844,1
68,1,33107,1
9,0,81968,1
13,0,94304,1
44,0,54606,1
24,0,72258,0
95,1,24257,1
28,0,22918,1
87,1,13663,0
62,1,21437,1
44,0,78462,0
85,0,37971,0
45,0,66917,1
27,0,20409,1
23,1,61934,1
62,1,67345,1
33,1,2120,1
43,0,19343,1
95,1,50609,0
64,0,24383,0
73,0,98854,0
23,0,31233,1
80,1,52626,1
44,0,43881,1
73,1,96450,0
85,0,44001,1
60,0,25651,0
61,1,86530,1
14,1,20553,0
64,1,47075,0
27,1,97152,0
72,1,26334,1
45,1,72612,0
58,0,39634,0
2,0,27291,1
7,0,83448,1
77,0,68524,0
47,0,52833,0
98,1,43006,0
7,1,16883,0
74,1,86633,1
48,1,62560,0
30,1,83666,0
54,0,32767,0
21,0,12173,1
1,1,8337,0
44,0,49823,0
57,1,2919,1
1,1,76981,0
89,1,85087,1
60,0,90383,1
11,0,29449,0
47,0,17086,0
74,0,14198,1
23,0,58573,0
20,0,63831,1
34,1,26084,0
24,1,94053,1
92,0,51503,0
2,1,56194,0
66,1,57944,0
69,1,58383,1
61,1,8713,1
99,1,14813,1
24,1,51665,1
76,0,5190,1
54,0,39265,1
90,1,73977,0
94,1,3279,0
65,0,8422,0
87,0,6313,1
41,0,58902,1
93,1,24200,0
49,1,90018,1
83,0,54979,1
30,0,72169,1
4,0,54871,0
41,0,74921,1
27,1,24226,0
50,1,50671,1
23,0,6596,0
23,0,39888,0
62,0,90222,0
34,0,50583,0
46,1,16599,0
78,0,70951,0
56,0,12618,1
18,0,42583,1
22,0,38440,1
88,0,55594,0
71,0,93801,0
96,0,76435,1
60,1,97745,0
89,1,82023,1
4,1,8975,1
25,0,65796,0
7,1,52472,1
51,0,3883,1
48,1,44252,1
91,0,65465,0
22,0,92306,0
21,0,41891,1
55,1,42714,1
50,1,72547,1
49,1,91379,1
50,1,28110,0
19,0,73606,1
87,1,76317,1
86,0,48521,0
55,0,98654,1
73,1,32991,0
86,0,94631,1
11,0,28023,1
94,1,41563,0
40,1,64204,0
89,0,31652,0
48,0,89346,0
15,0,27047,1
14,1,31655,1
19,1,57830,0
89,0,79690,0
3,1,97672,0
73,0,88694,1
51,1,77024,1
56,1,30959,0
92,0,75199,0
70,0,57441,1
62,0,58560,1
31,1,28357,0
7,0,81924,1
40,1,1730,1
47,1,34554,1
43,0,35553,0
33,0,46729,0
87,0,1194,0
73,1,22842,1
82,0,88769,1
44,0,34621,0
85,1,2549,1
16,0,35735,0
28,0,37002,1
8,1,7098,0
79,1,54757,1
46,1,86917,0
30,1,76457,0
46,0,34987,0
29,1,68406,1
7,1,83756,1
45,0,56931,0
17,1,18904,1
11,1,3601,1
44,0,98698,0
58,1,68449,1
30,0,8167,1
83,1,49994,1
22,0,35050,0
51,0,98836,1
10,1,74684,1
14,0,23571,0
28,1,36841,0
87,0,75562,0
75,1,51168,0
94,1,45423,1
93,1,5553,1
51,1,98011,1
30,1,24177,0
68,0,44426,1
4,0,49359,1
10,1,8204,0
64,1,61872,0
79,1,48604,1
11,0,11952,0
51,0,41944,1
76,0,59423,0
30,0,38512,1
67,0,36088,0
30,1,41881,0
82,1,36683,1
68,1,83146,1
5,0,50387,1
79,0,37391,0
48,0,49254,0
95,0,41413,0
15,1,33891,1
62,0,40593,1
52,0,58234,0
73,1,89870,0
52,1,36426,1
60,1,63729,0
99,1,53795,0
44,0,38398,0
9,0,94692,1
76,1,85050,0
72,0,55958,0
93,1,8563,0
88,1,49593,1
84,1,22471,1
89,0,91007,0
60,0,21314,0
96,0,78343,0
67,0,89214,0
7,0,70043,0
2,1,72669,1
36,0,67927,0
7,1,98359,1
2,1,54711,1
3,0,12371,1
32,0,55846,0
14,0,26349,0
69,1,62278,0
4,1,96505,1
20,1,20609,0
30,0,36940,1
1,1,11180,0
67,0,45714,1
95,1,6575,0
89,0,50497,1
87,0,61396,0
47,0,54905,1
50,1,80344,0
56,0,32009,0
50,1,51804,0
8,0,87515,0
32,1,19646,0
84,0,81012,0
7,1,27095,1
30,0,61861,0
43,1,23164,1
75,0,88490,1
64,0,51339,0
75,1,16486,0
5,0,49264,0
57,0,36047,1
71,1,67169,0
98,1,58714,1
90,0,23921,1
45,1,17952,0
45,1,9701,0
51,0,82109,1
19,1,2734,1
58,0,8455,0
84,1,47542,1
15,1,58117,1
81,1,84252,1
42,0,12734,0
37,0,27685,0
50,0,96629,1
62,0,52550,1
40,1,29117,0
59,1,57043,0
50,1,98689,1
72,0,82004,0
84,1,47776,0
3,1,54379,0
24,1,30772,1
9,1,40551,0
12,0,28209,0
5,0,90225,1
22,1,24149,0
87,1,91218,1
89,0,56783,1
34,1,76648,0
21,1,41374,1
96,0,36903,1
35,0,24064,1
17,1,32820,1
62,1,45967,1
26,1,50291,0
75,0,3006,1
75,0,42818,0
64,1,92876,1
91,1,91981,0
27,1,63442,1
68,1,81662,1
32,1,50731,0
71,1,81856,0
37,1,96075,0
56,0,31952,0
27,1,97746,0
39,0,46070,0
97,0,36445,1
55,0,86541,0
56,1,73636,0
39,1,66745,0
96,1,2894,1
99,1,19490,1
69,0,16953,0
71,0,75453,0
72,1,40165,0
55,0,78545,0
78,0,80850,1
6,0,48997,1
62,1,25607,0
7,0,74353,1
4,1,77044,1
86,0,17688,0
4,0,3009,1
5,1,2301,0
18,1,62857,1
6,1,6749,1
8,1,96241,1
33,0,92760,1
34,1,39093,1
3,0,37996,0
84,1,34401,1
46,1,22168,1
42,0,15104,0
4,1,35166,1
17,0,86920,1
74,1,22442,0
74,1,79194,0
69,0,94235,0
13,1,40481,0
66,0,85489,0
55,0,23456,1
60,0,54362,1
48,0,67372,1
31,1,55943,0
99,0,48797,1
47,0,58321,0
48,0,66537,1
11,0,1606,1
27,1,33159,1
11,1,77106,1
29,0,53132,1
87,1,83010,1
79,0,83605,0
16,1,21845,0
12,0,77912,0
95,1,25132,1
11,1,59370,1
59,1,38001,1
52,0,51580,1
43,1,65526,1
53,1,19552,1
86,1,91071,1
99,0,59745,0
86,1,19805,1
35,0,31904,0
4,1,3842,1
60,0,74780,0
22,0,71166,1
42,0,11192,0
24,0,22904,0
77,0,79010,1
70,0,71706,1
99,1,83045,0
89,0,1384,1
60,1,75994,0
14,0,49848,0
29,1,4854,0
31,1,8967,0
14,1,51931,0
47,1,11298,0
70,0,60352,0
47,0,11650,1
11,1,61568,0
51,0,95066,1
81,0,35531,0
33,1,57479,1
22,0,35024,1
73,1,15892,1
8,1,61550,0
45,0,70827,0
22,0,81814,1
38,0,28520,1
13,1,53091,0
81,0,75697,0
44,1,12629,1
44,0,84838,1
19,1,84000,0
77,0,10895,1
8,0,96501,1
33,1,34526,0
52,0,40094,0
5,1,65906,1
13,0,12344,1
78,1,12939,0
65,1,29923,0
55,0,5331,1
38,1,61896,0
40,1,1323,0
85,0,60174,0
13,0,10735,1
63,1,34477,0
32,0,84418,1
41,1,76509,0
99,1,54985,1
19,0,93432,1
56,1,76946,1
39,0,7040,1
85,0,89525,1
75,1,12918,1
64,1,88955,1
71,0,99399,1
13,1,15713,0
94,1,51488,0
87,1,70131,1
64,1,6790,0
19,0,81215,0
5,0,59981,0
92,1,77276,0
12,0,96576,1
33,1,21383,1
5,1,45365,1
33,1,65931,1
41,0,64772,1
62,0,82738,0
42,1,6955,1
81,1,35101,1
86,0,83013,1
56,1,91312,1
27,1,39677,1
34,1,11537,1
99,0,33895,0
51,1,22664,0
96,0,90579,0
66,0,77942,1
52,1,89463,0
33,1,2642,1
55,1,90658,1
93,1,17250,0
98,0,70448,0
46,1,70053,0
50,0,89885,1
34,0,32104,0
34,1,45490,0
3,0,18983,0
29,0,88421,0
92,0,80944,0
59,1,63347,0
71,0,15470,1
73,0,26600,1
56,1,11210,0
85,1,54069,0
61,0,86509,1
89,0,6564,1
24,0,28659,1
93,1,55724,1
83,0,93557,0
72,0,58678,1
55,1,15584,1
58,1,23147,1
70,1,52732,1
47,0,66791,1
20,1,58547,1
33,1,53522,0
5,1,8305,0
57,1,26843,0
72,1,11341,1
13,1,84699,1
38,0,32130,1
36,0,61096,0
1,0,13927,0
12,0,85461,1
78,1,1564,0
97,1,22183,0
10,1,85982,0
14,0,93342,1
30,1,12583,1
52,0,51894,0
57,0,83346,1
84,0,6487,0
40,0,1915,0
50,0,54162,0
21,0,46336,0
27,0,31562,0
80,1,44438,0
24,1,63559,0
17,1,75482,0
4,0,71775,1
6,1,50510,1
24,1,74594,1
54,1,65135,0
84,0,74797,1
23,1,99500,1
7,1,92104,1
78,0,33721,0
87,1,85722,1
1,1,91638,0
30,0,59922,0
39,1,31625,1
86,1,40650,0
39,0,4448,0
17,0,3593,0
87,1,98263,0
92,0,80204,0
66,0,55331,1
15,0,83174,1
24,1,66947,1
51,1,35499,1
96,0,71205,1
89,0,67487,1
4,0,37390,1
35,0,3598,1
46,1,8701,0
15,1,54387,0
32,1,68853,1
69,1,54453,1
83,1,83077,1
14,0,11202,0
78,0,96343,1
66,1,13623,1
11,0,70512,1
6,1,37865,0
17,1,94377,1
95,0,69661,0
19,0,41345,0
71,0,67667,1
91,1,43545,1
6,1,10275,1
36,0,86448,0
19,0,27613,0
62,0,26584,0
6,1,9626,0
9,1,22270,1
12,0,1491,0
66,0,86949,0
54,1,49864,1
76,0,44705,1
19,1,9187,0
33,1,39606,0
46,1,7811,1
42,1,17214,1
11,0,70233,0
80,0,61152,0
50,0,92962,1
85,0,60634,1
41,1,82185,1
67,0,32451,1
90,1,24841,1
71,0,30162,0
24,0,83109,0
77,0,31826,0
47,1,30581,1
65,1,72565,0
34,1,3322,0
6,0,61017,0
20,0,93619,1
42,1,81490,0
89,1,15868,0
10,0,78201,0
75,0,31401,1
2,0,16270,0
58,0,20061,0
8,0,60619,1
84,1,35428,0
45,1,85249,1
19,1,36085,1
22,1,42814,0
75,0,78147,0
65,1,1170,0
87,0,62753,0
24,1,74736,1
36,1,26297,1
70,1,80683,0
41,1,36364,1
37,1,37542,0
47,1,23315,1
97,1,48051,1
30,0,86637,1
70,1,43015,0
5,1,7582,1
62,0,30212,1
81,1,23627,1
42,1,38623,0
63,0,32804,1
81,0,89030,0
37,1,25127,1
15,1,18667,0
26,1,67292,0
11,1,99708,0
33,0,88074,0
30,1,53857,0
36,1,8284,1
29,1,22479,1
18,1,6077,1
15,0,19912,1
49,0,37386,1
53,1,73149,0
63,1,95644,1
59,0,18470,1
81,0,97415,0
83,1,60951,1
69,0,25254,0
39,0,9583,0
28,0,94788,0
89,0,30338,1
22,1,83822,0
46,1,21257,0
33,0,72726,1
1,1,90521,0
85,1,85115,0
66,1,57425,1
70,1,29391,1
6,1,86740,0
48,0,25501,1
72,1,21227,1
82,1,6261,0
52,0,9008,1
10,0,55854,1
31,1,92476,1
58,0,81259,1
77,1,60211,0
70,0,27852,1
32,1,61489,1
29,1,80015,0
27,0,48197,0
90,1,17742,1
36,1,62680,1
22,0,38268,1
63,1,23630,1
38,0,44816,0
59,0,29559,0
93,1,75506,0
50,1,31527,1
37,1,69070,0
53,0,47390,1
61,0,88537,0
45,0,41626,1
18,1,67003,1
74,0,67399,1
96,1,99860,1
59,1,74102,1
70,1,35405,1
21,0,1352,1
